5
9.9706	5.9494	3.1806	7.1694
12.1038	3.5562	5.325	4.785
9.7106	0.9813	2.9463	2.1119
9.2606	-1.8444	2.4706	-0.7519
3.085	-0.2513	-3.77	0.7838
-0.12197174 -0.031459423 0 0 0
1 35
